,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified,users.withheld.country_codes,users.withheld.scope
10,90182089,author_id: 90182089,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T19:37:42.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069677071121698816,id: 1069677071121698816,747807250819981312,en,2,1,0,2,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for Android,"@theresa_may I watched it twice looking for anything that I could beleive.....but there was nothing. Not a word.

There is no way any pro Brit, pro Britain citizen could possibly support this #BetrayalAgreement as it's quite clear it will deliberately be used to make us an #EU colony",2009-11-15T15:26:22.000Z,"🇬🇧🇺🇸 🇮🇱 Pro Brits, Britain and Brexit. Pro Europe. Pro Pres Trump. Pro Free Speech. Anti #EU. Anti all Islamist and BLM thuggery.",90182089,John Smith 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧,3779,1404,209,440495,JohnRealSmith,False,,
11,1058742905433739264,author_id: 1058742905433739264,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T18:06:51.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069654207924461568,id: 1069654207924461568,747807250819981312,und,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for Android,@theresa_may #DitchTheDeal,2018-11-03T15:29:13.000Z,"Property Investment, Refurbishment and Development. 
Anything Boats and Cars.",1058742905433739264,Brad,868,402,1,24776,BradleyHardacr1,False,,
12,2607354599,author_id: 2607354599,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T15:45:11.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069618556508258304,id: 1069618556508258304,747807250819981312,es,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for iPhone,@theresa_may NO DEAL!!!,2014-06-13T22:38:07.000Z,TELL IT AS IT IS. All views are my own. Banner by Artist Paul Mchenry. blocked by Nicola Sturgeon and Owen Jones! Retweet not an endorsement!,2607354599,Thecynicalobserver!,1540,771,36,335351,TerryTmcgookin,False,,
13,721342417396436992,author_id: 721342417396436992,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T12:24:34.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069568072976080896,id: 1069568072976080896,747807250819981312,lv,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter Web App,@theresa_may LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES LIES,2016-04-16T14:20:09.000Z,Master and political idiot...,721342417396436992,Johnson the LIAR,96,199,0,6068,GaryPot11549655,False,,
14,311251975,author_id: 311251975,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T11:58:59.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069561632253247489,id: 1069561632253247489,747807250819981312,und,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for iPhone,@theresa_may https://t.co/ncZQUH9nId,2011-06-05T04:08:43.000Z,“LOADED 44” fan.Proud to be a Geordie.Newcastle United supporter.Anti EU.Brexit supporter.😊.Follow me and i’ll follow you back.,311251975,MickB🇬🇧,1268,1124,3,71073,MicknDenise1978,False,,
15,311251975,author_id: 311251975,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T11:58:42.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069561562384486400,id: 1069561562384486400,747807250819981312,und,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for iPhone,@theresa_may https://t.co/Q0LpvGTvoz,2011-06-05T04:08:43.000Z,“LOADED 44” fan.Proud to be a Geordie.Newcastle United supporter.Anti EU.Brexit supporter.😊.Follow me and i’ll follow you back.,311251975,MickB🇬🇧,1268,1124,3,71073,MicknDenise1978,False,,
16,311251975,author_id: 311251975,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T11:58:34.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069561527169155073,id: 1069561527169155073,747807250819981312,und,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for iPhone,@theresa_may https://t.co/5EMghhWOnA,2011-06-05T04:08:43.000Z,“LOADED 44” fan.Proud to be a Geordie.Newcastle United supporter.Anti EU.Brexit supporter.😊.Follow me and i’ll follow you back.,311251975,MickB🇬🇧,1268,1124,3,71073,MicknDenise1978,False,,
17,311251975,author_id: 311251975,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T11:58:27.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069561499788681216,id: 1069561499788681216,747807250819981312,und,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for iPhone,@theresa_may https://t.co/exXMeC4vKR,2011-06-05T04:08:43.000Z,“LOADED 44” fan.Proud to be a Geordie.Newcastle United supporter.Anti EU.Brexit supporter.😊.Follow me and i’ll follow you back.,311251975,MickB🇬🇧,1268,1124,3,71073,MicknDenise1978,False,,
18,1553841691,author_id: 1553841691,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T11:14:05.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069550335650353152,id: 1069550335650353152,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for iPhone,@theresa_may Legal advice?,2013-06-28T19:12:05.000Z,"In no particular order - Investor, commercial negotiator, tennis coach, not easily offended.",1553841691,Chris,38,158,1,3351,ChrisCaptain200,False,,
19,995274506649337856,author_id: 995274506649337856,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T10:24:32.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069537865275793408,id: 1069537865275793408,747807250819981312,und,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for Android,@theresa_may https://t.co/1t2Cf0xdCW,2018-05-12T12:08:28.000Z,Tell a lie long enough and loud enough and the people will believe it,995274506649337856,The Dark Lord,10,55,0,2419,voodoomagicmon,False,,
20,31540174,author_id: 31540174,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T09:17:40.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069521036339802112,id: 1069521036339802112,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for Android,"@theresa_may This is complete and utter crap.
This is a conspiracy by you PM , Robbins and you bloody team to remain in the EU.Not only that but taken the opportunity to emerge the UK still further in to the fredral sate that is the EU. Traitor!",2009-04-15T22:16:53.000Z,"#StopTheTreaty #COVID1984 #Allwoman  don't care if your offended. #GreatReset
Commercial Photographer and dyslexic not stupid.",31540174,Jill 🇬🇧 Against the Great Reset.🏴󠁧󠁢󠁥󠁮󠁧󠁿,3296,934,13,67068,Dredekia,False,,
21,1053960600961904640,author_id: 1053960600961904640,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T09:03:17.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069517415959154688,id: 1069517415959154688,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for iPad,@theresa_may PUBLISH THE LEGAL ADVICE,2018-10-21T10:46:03.000Z,Choose | Commit | Make it happen,1053960600961904640,Can’t have it both ways,94,274,0,1822,Canthaveitboth1,False,,
22,251616488,author_id: 251616488,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T09:01:16.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}, {'start': 190, 'end': 202, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069516907315896321,id: 1069516907315896321,747807250819981312,en,2,0,0,1,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for Android,"@theresa_may Who are you trying to kid? You have accepted 30 pieces of silver to surrender the UK as a vassal state of the EU which we cannot get out of without their say so. Total betrayal @theresa_may lies, lies and more lies",2011-02-13T14:16:02.000Z,"No DM please, hobby - grandchildren, lots lol. Read when I get the chance. Brexiteer who had been waiting decades for the chance to vote to come out",251616488,PipB 2022 with positive waves 🌊🌊,2335,1639,3,95180,PippaBird,False,,
23,924229692,author_id: 924229692,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T08:51:19.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069514407049420801,id: 1069514407049420801,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for iPhone,"@theresa_may You are taking the electorate for fools, have lied about the impact of this and have betrayed democracy. You know what you can do with your crappy deal Mrs May.",2012-11-03T23:27:26.000Z,"Yorkshire Biker.LUFC/Rhinos;EU, Woke & Left=😡. Supports Vets & elderly. Loves GSDs🐕‍🦺 Rage against the dying of the light!!🇬🇧🎸🏍",924229692,Mark#SpeedIsLife,3045,4441,0,14673,marktenjag,False,,
24,1055058938218078208,author_id: 1055058938218078208,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T08:39:56.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069511538627756032,id: 1069511538627756032,747807250819981312,und,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter Web Client,@theresa_may https://t.co/MZBwIAlfyt,2018-10-24T11:30:27.000Z,"Ex Army, Served in Londonderry, Belfast & 6 yrs in Germany BAOR",1055058938218078208,Koll2,9,12,0,1928,Koll26,False,,
25,204976401,author_id: 204976401,coversation_id: 1068441426592186368,1068441426592186368,2018-12-03T08:19:17.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069506343013412864,id: 1069506343013412864,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for iPhone,"@theresa_may Stop your lies now, just stop,and resign before you do any more damage.",2010-10-19T22:04:22.000Z,"Supporting a free and independent Britain 🇬🇧, democracy and freedom of expression. No time for traitors, doomsters, FBPE’s, BBC, Sky and the lying MSM.",204976401,Julian Foulkes,793,890,4,17812,JulianPFoulkes,False,,
26,978616275541942273,author_id: 978616275541942273,coversation_id: 1068441426592186368,1068441426592186368,2018-12-02T23:18:01.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069370129828519936,id: 1069370129828519936,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter Web App,"@theresa_may Ridiculous pack of lies. You are either totally incompetent or a liar. Either way, unfit to govern. Not a Tory.",2018-03-27T12:54:36.000Z,,978616275541942273,Sebastian Hambledon Fortesque,1,78,0,149,SebastianHamFor,False,,
27,1047094857473363968,author_id: 1047094857473363968,coversation_id: 1068441426592186368,1068441426592186368,2018-12-02T20:12:26.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069323428161880076,id: 1069323428161880076,747807250819981312,und,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter Web Client,@theresa_may https://t.co/CgqEAZC9ha,2018-10-02T12:04:02.000Z,,1047094857473363968,Avelona Star,0,17,0,97,AvelonaS,False,,
28,2446842110,author_id: 2446842110,coversation_id: 1068441426592186368,1068441426592186368,2018-12-02T19:43:28.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069316136645332994,id: 1069316136645332994,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for iPhone,@theresa_may It will fail in parliament please resign your embarrassing,2014-04-16T08:55:43.000Z,Director of Hawthorne + Walker Owner at Electric Disco,2446842110,Rob James.,213,314,0,1158,robjamesdj,False,,
29,721024105429012480,author_id: 721024105429012480,coversation_id: 1068441426592186368,1068441426592186368,2018-12-02T11:20:37.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069189588030242816,id: 1069189588030242816,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for Android,@theresa_may The Brexit 'deal' is a sham. No change to what the Brits were concerned about and restrictions that will made Britain worse off.....,2016-04-15T17:15:17.000Z,,721024105429012480,Mel mitty,15,41,0,6625,MelMitty,False,,
30,2475618643,author_id: 2475618643,coversation_id: 1068441426592186368,1068441426592186368,2018-12-02T06:08:03.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1069110928409616385,id: 1069110928409616385,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for Android,@theresa_may What are the negatives?,2014-05-03T15:07:19.000Z,"☸️Interested in Macro Economics,Politics and Commercial Law",2475618643,Kumar.Dassenaieke@Kumar.Dassenaieke,11,125,0,255,jskd99,False,,
31,1045060336926248960,author_id: 1045060336926248960,coversation_id: 1068441426592186368,1068441426592186368,2018-12-01T22:43:20.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1068999014652223488,id: 1068999014652223488,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for iPad,@theresa_may We have heard all this over and over. You need to say something new. You need to discuss the potential pitfalls and risks of the deal and explain what risk mitigation strategies are in place to stop the EU screwing us.,2018-09-26T21:19:35.000Z,,1045060336926248960,Voice of reason,6,13,1,1145,Voiceof19875616,False,,
32,108408829,author_id: 108408829,coversation_id: 1068441426592186368,1068441426592186368,2018-12-01T21:32:28.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1068981178001227781,id: 1068981178001227781,747807250819981312,en,1,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for Android,@theresa_may Don't sign  that pack in December our country carn't take no more we people the in the uk wasn't asked..,2010-01-25T21:20:11.000Z,,108408829,Roshan Deen,16,63,0,119,rosh_uk,False,,
33,293981380,author_id: 293981380,coversation_id: 1068441426592186368,1068441426592186368,2018-12-01T21:07:25.000Z,"[{'start': 0, 'end': 10, 'username': 'RBrexshit', 'id': '22934133'}, {'start': 27, 'end': 39, 'username': 'JustSayNope', 'id': '202150353'}, {'start': 40, 'end': 52, 'username': 'theresa_may', 'id': '747807250819981312'}]",1068974875468017665,id: 1068974875468017665,293981380,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068974742504386561'}]",everyone,Twitter for Android,@RBrexshit @jamesiantaylor @JustSayNope @theresa_may MUST,2011-05-06T09:51:45.000Z,Almost 40 years single-handed radiographer on Islay Am I too late to stop NHS privatisation? Decent health care 4 all Socialist SNP Wife Mum & Grandma #iloveNHS,293981380,Patricia Farrington,5858,3535,194,613691,xraypat,False,,
34,293981380,author_id: 293981380,coversation_id: 1068441426592186368,1068441426592186368,2018-12-01T21:06:53.000Z,"[{'start': 0, 'end': 10, 'username': 'RBrexshit', 'id': '22934133'}, {'start': 27, 'end': 39, 'username': 'JustSayNope', 'id': '202150353'}, {'start': 40, 'end': 52, 'username': 'theresa_may', 'id': '747807250819981312'}]",1068974742504386561,id: 1068974742504386561,22934133,en,1,0,7,0,"[{'type': 'replied_to', 'id': '1068637673462607872'}]",everyone,Twitter for Android,"@RBrexshit @jamesiantaylor @JustSayNope @theresa_may 'Orrible Fox Johnson Gove Hannan &amp; May really MUT know this... If I know it... 
Why on earth are they getting away with this enormous mistake❓I am consumed by despair over leaving the EU and so many others must feel as I do on behalf of our children and grandchildren 😫",2011-05-06T09:51:45.000Z,Almost 40 years single-handed radiographer on Islay Am I too late to stop NHS privatisation? Decent health care 4 all Socialist SNP Wife Mum & Grandma #iloveNHS,293981380,Patricia Farrington,5858,3535,194,613691,xraypat,False,,
35,756798688253607936,author_id: 756798688253607936,coversation_id: 1068441426592186368,1068441426592186368,2018-12-01T21:01:29.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1068973381872205824,id: 1068973381872205824,747807250819981312,und,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter Web Client,@theresa_may https://t.co/yZ2vmSknGc,2016-07-23T10:30:42.000Z,".
Knock Knock",756798688253607936,The Joker,15,12,0,10149,TheJokerKnock,False,,
36,123076750,author_id: 123076750,coversation_id: 1068441426592186368,1068441426592186368,2018-12-01T19:06:54.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1068944546518745089,id: 1068944546518745089,747807250819981312,en,1,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Tweetbot for iΟS,"@theresa_may Not on my behalf please.  Much rather face the future as an independent, sovereign nation.  No EU influence that’s not open and honest.  Pls deliver the Lancaster House speech, or no deal with the EU.",2010-03-14T22:41:51.000Z,I was going to say …….,123076750,John Coffey,54,146,4,4863,LessThan140_,False,,
37,704738298728747008,author_id: 704738298728747008,coversation_id: 1068441426592186368,1068441426592186368,2018-12-01T18:44:44.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1068938966345355265,id: 1068938966345355265,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter Web App,@theresa_may Theresa Mays head should be on a spike outside 10 Downing Street as a reminder of what should still happen to traitors,2016-03-01T18:41:18.000Z,Painter & Decorator in Portsmouth UK... I have an 11yr old not so little boy whom means the world to me,704738298728747008,bryan steanson,2,17,0,107,bryan_steanson,False,,
38,877142599458574336,author_id: 877142599458574336,coversation_id: 1068441426592186368,1068441426592186368,2018-12-01T18:01:23.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1068928060135751682,id: 1068928060135751682,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for Android,"@theresa_may 40p likes in one day on twitter, 
I've had that many likes before, lol 
You suck",2017-06-20T12:34:27.000Z,Keith Starmer is a Tory plant.,877142599458574336,Amentalist aka SirGIFs@Lot,1839,2700,3,21905,amentalistcb,False,,
39,1344163940,author_id: 1344163940,coversation_id: 1068441426592186368,1068441426592186368,2018-12-01T17:50:29.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1068925316582858752,id: 1068925316582858752,747807250819981312,und,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for Android,@theresa_may #OnceAToryAlwaysALiar 😨,2013-04-11T11:33:27.000Z,"Clear, Calm and Principled!",1344163940,MP DELPECHE,47,260,0,5298,DelpecheDrive,False,,
40,3266673671,author_id: 3266673671,coversation_id: 1068441426592186368,1068441426592186368,2018-12-01T17:42:39.000Z,"[{'start': 13, 'end': 22, 'username': 'KenJMunn', 'id': '58846410'}, {'start': 23, 'end': 35, 'username': 'JustSayNope', 'id': '202150353'}, {'start': 52, 'end': 64, 'username': 'theresa_may', 'id': '747807250819981312'}]",1068923342332268546,id: 1068923342332268546,1125169063,und,4,0,0,4,"[{'type': 'replied_to', 'id': '1068900774460174336'}]",everyone,Twitter for iPhone,@Dinky544Ken @KenJMunn @JustSayNope @jamesiantaylor @theresa_may https://t.co/O9iwo4McyF,2015-05-17T10:47:48.000Z,#FBPE #37paday 🇪🇺🇬🇧🤝 #facciamorete #girlyswot #sardine #makevotesmatter #StrongerTogether #RejoinEU,3266673671,paula whiteside #do-gooder 💛💙 ⭐️ 🐟🕷🕯,12680,13943,37,162514,WhitesidePaula,False,,
41,635669838,author_id: 635669838,coversation_id: 1068441426592186368,1068441426592186368,2018-12-01T17:22:39.000Z,"[{'start': 0, 'end': 12, 'username': 'theresa_may', 'id': '747807250819981312'}]",1068918311092662272,id: 1068918311092662272,747807250819981312,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1068441426592186368'}]",everyone,Twitter for Android,@theresa_may If your deal is so good then why doesn't no one want it ? The uk is becoming a shit country to live in .your all no good and get that bloody petrol bill down ! 75 % tax is robbery,2012-07-14T19:13:05.000Z,,635669838,justin damian ford,18,225,1,722,damian_gmail,False,,
