,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified,users.withheld.country_codes
0,262315292,author_id: 262315292,coversation_id: 656197225064833024,656197225064833024,2015-10-20T13:55:16.000Z,,656468730759745537,id: 656468730759745537,2653613168,en,0,0,0,0,"[{'type': 'replied_to', 'id': '656197225064833024'}]",everyone,Hootsuite,RT @PHammondMP: Welcome to Britain. Pleasure to greet #China President #XiJinping at the start of his State Visit https://t.co/ePGYIR29J4,2011-03-07T20:26:47.000Z,Specialist military kit & home insurance exclusively for HM Forces based in the UK & worldwide. Also on Facebook: https://t.co/14jEwxWi5Z,262315292,ForcesPlanInsurance,8882,7622,79,18215,forcesplan,False,
1,1657809344,author_id: 1657809344,coversation_id: 656197225064833024,656197225064833024,2015-10-20T08:35:27.000Z,"[{'start': 12, 'end': 26, 'username': 'foreignoffice', 'id': '1300912573739663361'}]",656388244586803200,id: 656388244586803200,2653613168,en,0,0,0,0,"[{'type': 'replied_to', 'id': '656197225064833024'}]",everyone,Twitter for Android,@PHammondMP @foreignoffice     lick lick.,2013-08-09T13:53:12.000Z,,1657809344,keefy,17,32,4,10866,keefy2126,False,
2,51199213,author_id: 51199213,coversation_id: 656197225064833024,656197225064833024,2015-10-20T03:28:59.000Z,,656311119691145217,id: 656311119691145217,2653613168,en,0,0,0,0,"[{'type': 'replied_to', 'id': '656197225064833024'}]",everyone,Twitter for Android,@PHammondMP u forget hong kong people...,2009-06-26T19:53:09.000Z,,51199213,Samson chan hk,79,1221,2,290,samsonchanho,False,
3,2901964056,author_id: 2901964056,coversation_id: 656197225064833024,656197225064833024,2015-10-19T22:15:35.000Z,,656232249692692480,id: 656232249692692480,2653613168,en,2,0,0,0,"[{'type': 'replied_to', 'id': '656197225064833024'}]",everyone,Mobile Web (M2),@phammondmp  Show Chinese pres around Trident and a few Foodbanks. #chinaUK #london,2014-11-16T19:39:25.000Z,"Anti-Bullshit Anti-Hypocrisy. I Never Block.
🇵🇸 https://t.co/wAB7Jn1NCP",2901964056,JobCentreSUCKS,10880,10971,375,335950,DWPscumbags,False,
4,2719194484,author_id: 2719194484,coversation_id: 656197225064833024,656197225064833024,2015-10-19T21:07:49.000Z,,656215197561024512,id: 656215197561024512,2653613168,en,0,0,0,0,"[{'type': 'replied_to', 'id': '656197225064833024'}]",everyone,Twitter for Android,@PHammondMP wonder how much per head dinner is costing tonight taxpayer footing the bill I suppose,2014-07-20T22:22:44.000Z,,2719194484,Anne Steele,1993,2077,123,154619,ASteele70,False,['DE']
5,413852750,author_id: 413852750,coversation_id: 656197225064833024,656197225064833024,2015-10-19T20:54:20.000Z,"[{'start': 12, 'end': 26, 'username': 'foreignoffice', 'id': '1300912573739663361'}, {'start': 32, 'end': 45, 'username': 'XiJinping_jp', 'id': '3148245391'}]",656211805182783488,id: 656211805182783488,2653613168,en,0,0,0,0,"[{'type': 'replied_to', 'id': '656197225064833024'}]",everyone,Twitter for Android,@PHammondMP @foreignoffice Tell @XiJinping_jp to stop China's barbaric cruelty to pets stolen for cat &amp; dog meat trade !! #StopYulinForever,2011-11-16T10:14:26.000Z,,413852750,Steve Barker,193,570,5,1919,avlion82,False,
6,485136406,author_id: 485136406,coversation_id: 656197225064833024,656197225064833024,2015-10-19T20:46:22.000Z,,656209800192217088,id: 656209800192217088,2653613168,en,0,0,0,0,"[{'type': 'replied_to', 'id': '656197225064833024'}]",everyone,Twitter for iPhone,@PHammondMP and I assume you'll ask about the repressed in Tibet and why China has always vetoed resolutions in the #UNSC condemning Assad,2012-02-06T21:37:44.000Z,"British Syrian | PhD candidate @UoYLaw @UniOfYork researching international criminal law & state sovereignty | Work in HE | Law, politics, football | Own views",485136406,Zaki K,1162,996,8,28930,ZakiKaf,False,
7,3058363025,author_id: 3058363025,coversation_id: 656197225064833024,656197225064833024,2015-10-19T20:46:11.000Z,,656209753782288385,id: 656209753782288385,2193130324,en,0,0,0,0,"[{'type': 'replied_to', 'id': '656198431678054401'}]",everyone,Twitter for Android,@EuanJOConnor @PHammondMP Human rights issues are glossed over by minor government officials apparently and not with Xi directly,2015-02-24T07:56:10.000Z,"I think, for myself, therefore I am atheist.",3058363025,Despite Brexit,363,476,6,10409,FairfieldTim,False,
8,3058363025,author_id: 3058363025,coversation_id: 656197225064833024,656197225064833024,2015-10-19T20:44:25.000Z,,656209306153545728,id: 656209306153545728,2653613168,en,0,0,0,0,"[{'type': 'replied_to', 'id': '656197225064833024'}]",everyone,Twitter for Android,@PHammondMP Shame on you for this disgusting display of kowtowing,2015-02-24T07:56:10.000Z,"I think, for myself, therefore I am atheist.",3058363025,Despite Brexit,363,476,6,10409,FairfieldTim,False,
9,3293858735,author_id: 3293858735,coversation_id: 656197225064833024,656197225064833024,2015-10-19T20:17:05.000Z,,656202430963695617,id: 656202430963695617,2653613168,en,1,0,0,0,"[{'type': 'replied_to', 'id': '656197225064833024'}]",everyone,Twitter Web Client,@PHammondMP Meet your cleaners whom you treat like peasants.,2015-05-22T10:14:52.000Z,"Cyclist, campaigner, gardener, dog walker, sports fan. To old to be told what to do. Save our NHS from Tory tax dodgers.",3293858735,Mark,2281,2034,4,17336,markedwards001,False,
10,20159596,author_id: 20159596,coversation_id: 656197225064833024,656197225064833024,2015-10-19T20:14:50.000Z,"[{'start': 0, 'end': 9, 'username': 'RichyNyc', 'id': '1480364453950640132'}]",656201864732680192,id: 656201864732680192,84269667,en,1,0,0,0,"[{'type': 'replied_to', 'id': '656198239981465601'}]",everyone,Twitter for iPhone,@RichyNYC We have a piece on Tibet tonight on the Ten! Do tune in,2009-02-05T16:06:57.000Z,"Journalist & broadcaster. Indonesian, Scottish, short. 🎙️Co-host @OneDecisionPod 🌍 | Forbes #30under30 alum | @ABC @BBCNews @StAEnglish alum",20159596,Julia Macfarlane 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇩,99153,3138,1754,85508,juliamacfarlane,True,
11,1733162454,author_id: 1733162454,coversation_id: 656197225064833024,656197225064833024,2015-10-19T20:12:17.000Z,"[{'start': 12, 'end': 24, 'username': 'PlaterDavid', 'id': '827945862'}]",656201223629053952,id: 656201223629053952,2653613168,en,1,0,0,0,"[{'type': 'replied_to', 'id': '656197225064833024'}]",everyone,Twitter Web Client,"@PHammondMP @PlaterDavid  FREE TIBET!
Don't worry,I know Tibetan lives are meaningless in the face of commercial &amp; geopolitical advancement.",2013-09-05T21:52:31.000Z,"Politics is a Mad Hatter's Tea Party. FREEDOM is a Divine Right. I will not live in a box to satisfy the limited aspirations of others. Truth, Justice, Peace.",1733162454,mungo's mouthpiece,2068,1716,104,108907,MungoMouthpiece,False,
