,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified,users.withheld.country_codes
0,2683299690,author_id: 2683299690,coversation_id: 740970727474659328,740970727474659328,2016-06-13T07:31:07.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 15, 'end': 28, 'username': 'AmberRudd_MP', 'id': '860083301817692160'}]",742257977743155200,id: 742257977743155200,103065157,en,1,0,0,2,"[{'type': 'replied_to', 'id': '740970727474659328'}]",everyone,Twitter Web Client,@David_Cameron @AmberRudd_MP #Africa #America #Biafra NNAMDI KANU RECEIVES AWARD OF TRUTH https://t.co/A9sRBO1axv https://t.co/CN7HkvSCIM,2014-07-26T21:08:05.000Z,,2683299690,Chidera Wali BIAFRA,3858,938,19,56798,Herobright2,False,
1,2683299690,author_id: 2683299690,coversation_id: 740970727474659328,740970727474659328,2016-06-12T03:52:03.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 15, 'end': 28, 'username': 'AmberRudd_MP', 'id': '860083301817692160'}]",741840463796178944,id: 741840463796178944,103065157,en,0,0,0,0,"[{'type': 'replied_to', 'id': '740970727474659328'}]",everyone,Twitter Web Client,@David_Cameron @AmberRudd_MP BBC: Hypocrite media at it again https://t.co/nw8KSAvZZA https://t.co/c6dqqcSgWT,2014-07-26T21:08:05.000Z,,2683299690,Chidera Wali BIAFRA,3858,938,19,56798,Herobright2,False,
2,332348488,author_id: 332348488,coversation_id: 740970727474659328,740970727474659328,2016-06-12T18:36:26.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 15, 'end': 28, 'username': 'AmberRudd_MP', 'id': '860083301817692160'}]",742063024727547905,id: 742063024727547905,103065157,en,0,0,0,0,"[{'type': 'replied_to', 'id': '740970727474659328'}]",everyone,Twitter for iPhone,"@David_Cameron @AmberRudd_MP unfortunately your wrong , we'll do fine outside the EU ,",2011-07-09T16:58:58.000Z,,332348488,Mike Ramsier,5,28,0,151,mikeramsier,False,
3,2739042321,author_id: 2739042321,coversation_id: 740970727474659328,740970727474659328,2016-06-12T16:24:24.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 15, 'end': 28, 'username': 'AmberRudd_MP', 'id': '860083301817692160'}]",742029796998295552,id: 742029796998295552,103065157,en,0,0,0,0,"[{'type': 'replied_to', 'id': '740970727474659328'}]",everyone,Twitter for Android,@David_Cameron @AmberRudd_MP go to hell OK,2014-08-10T14:58:54.000Z,,2739042321,Teresa Rawsthorne,11,25,0,172,5c982f6ccadd496,False,
4,2188311410,author_id: 2188311410,coversation_id: 740970727474659328,740970727474659328,2016-06-11T22:05:05.000Z,"[{'start': 12, 'end': 26, 'username': 'David_Cameron', 'id': '103065157'}]",741753143617282052,id: 741753143617282052,3391985055,und,0,0,0,0,"[{'type': 'replied_to', 'id': '741661745782087680'}]",everyone,Twitter for Android,@SteveD4848 @David_Cameron https://t.co/b44twlizN0,2013-11-11T12:40:48.000Z,Chauffeur. Proud Grandad of three gorgeous granddaughters +Latest arrival.. Green blood Grandson Freddie. Biggest love after family.. #pafc..,2188311410,Stuart Mckay-Leslie,2425,2866,3,9565,stuartmckaylesl,False,
5,2188311410,author_id: 2188311410,coversation_id: 740970727474659328,740970727474659328,2016-06-10T09:39:54.000Z,"[{'start': 0, 'end': 13, 'username': 'AmberRudd_MP', 'id': '860083301817692160'}, {'start': 14, 'end': 28, 'username': 'David_Cameron', 'id': '103065157'}]",741203227450957824,id: 741203227450957824,475884318,und,0,0,0,0,"[{'type': 'replied_to', 'id': '740976179935465472'}]",everyone,Twitter for Android,@AmberRudd_MP @David_Cameron https://t.co/cdeTrOw5ic,2013-11-11T12:40:48.000Z,Chauffeur. Proud Grandad of three gorgeous granddaughters +Latest arrival.. Green blood Grandson Freddie. Biggest love after family.. #pafc..,2188311410,Stuart Mckay-Leslie,2425,2866,3,9565,stuartmckaylesl,False,
6,2188311410,author_id: 2188311410,coversation_id: 740970727474659328,740970727474659328,2016-06-10T09:37:20.000Z,"[{'start': 0, 'end': 13, 'username': 'AmberRudd_MP', 'id': '860083301817692160'}, {'start': 14, 'end': 28, 'username': 'David_Cameron', 'id': '103065157'}]",741202580995444736,id: 741202580995444736,475884318,en,0,0,0,0,"[{'type': 'replied_to', 'id': '740976179935465472'}]",everyone,Twitter for Android,@AmberRudd_MP @David_Cameron  Shameful personel attack on Boris Johnson..#StrongerIn  reek of desperation. #Brexit,2013-11-11T12:40:48.000Z,Chauffeur. Proud Grandad of three gorgeous granddaughters +Latest arrival.. Green blood Grandson Freddie. Biggest love after family.. #pafc..,2188311410,Stuart Mckay-Leslie,2425,2866,3,9565,stuartmckaylesl,False,
7,740609912322068480,author_id: 740609912322068480,coversation_id: 740970727474659328,740970727474659328,2016-06-11T18:34:57.000Z,"[{'start': 0, 'end': 14, 'username': 'Juergen_Maier', 'id': '373625763'}, {'start': 15, 'end': 28, 'username': 'AmberRudd_MP', 'id': '860083301817692160'}]",741700263401140225,id: 741700263401140225,373625763,en,1,0,0,0,"[{'type': 'replied_to', 'id': '741050181018386432'}]",everyone,Twitter Web Client,"@Juergen_Maier @AmberRudd_MP U do know she's under investigation for fraud, as is Soubry, other tories &amp; Lagarde? A remain theme it seems!",2016-06-08T18:22:17.000Z,,740609912322068480,Noremain,9,0,3,2708,Remainbluff,False,
8,740609912322068480,author_id: 740609912322068480,coversation_id: 740970727474659328,740970727474659328,2016-06-11T18:33:42.000Z,"[{'start': 0, 'end': 14, 'username': 'Juergen_Maier', 'id': '373625763'}, {'start': 15, 'end': 28, 'username': 'AmberRudd_MP', 'id': '860083301817692160'}]",741699949251956736,id: 741699949251956736,373625763,en,1,0,0,0,"[{'type': 'replied_to', 'id': '741050181018386432'}]",everyone,Twitter Web Client,"@Juergen_Maier @AmberRudd_MP U &amp; Ca-Moron are only ones 2 say that, everyone else said she &amp; 2 other banshees were vitriolic &amp; helped BREXIT",2016-06-08T18:22:17.000Z,,740609912322068480,Noremain,9,0,3,2708,Remainbluff,False,
9,713512089218899973,author_id: 713512089218899973,coversation_id: 740970727474659328,740970727474659328,2016-06-11T12:09:05.000Z,"[{'start': 0, 'end': 14, 'username': 'David_Cameron', 'id': '103065157'}, {'start': 15, 'end': 28, 'username': 'AmberRudd_MP', 'id': '860083301817692160'}]",741603157122396160,id: 741603157122396160,103065157,en,0,0,0,0,"[{'type': 'replied_to', 'id': '740970727474659328'}]",everyone,Twitter for iPad,"@David_Cameron @AmberRudd_MP I'm looking for a farm hand Dave, Jobs yours if you want it, let me know on the 24th. #VoteLeave #VoteRemain",2016-03-25T23:45:13.000Z,"Believed in #bitcoin. Mined 2009 - 2015. Satoshi I owe you everything, stay hidden my friend.",713512089218899973,Martin,15,23,4,466,Martin_Rannoch,False,
