,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified,users.withheld.country_codes
0,42291979,author_id: 42291979,coversation_id: 897787960325795841,897787960325795841,2017-08-20T22:54:41.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}, {'start': 14, 'end': 30, 'username': 'MatthiasMeisner', 'id': '2180031792'}]",899404346840023041,id: 899404346840023041,17675072,und,0,0,0,0,"[{'type': 'replied_to', 'id': '897787960325795841'}]",everyone,Twitter Web App,@MartinSchulz @MatthiasMeisner  https://t.co/fxR6om7w9w,2009-05-24T22:11:59.000Z,"Achte jedes Mannes Vaterland, aber das deinige liebe! QFD im Schatten politischer Verbannung",42291979,"Oberlausitzer, Dresdner, Sachse, Deutscher, Weißer",1968,5000,49,115632,firstrodewitzer,False,
1,837050762710642692,author_id: 837050762710642692,coversation_id: 897787960325795841,897787960325795841,2017-08-20T22:24:22.000Z,"[{'start': 0, 'end': 13, 'username': 'RepCustomers', 'id': '891206772333170689'}, {'start': 14, 'end': 27, 'username': 'MartinSchulz', 'id': '17675072'}]",899396718659239936,id: 899396718659239936,891206772333170689,de,0,0,0,0,"[{'type': 'replied_to', 'id': '897797755183255553'}]",everyone,Twitter for Android,@RepCustomers @MartinSchulz 100% richtig. Aber wir Deutschen sind ja auf dem linken Auge größtenteils blind. Beide Extreme sind schlecht!,2017-03-01T21:23:48.000Z,"Loves Nft. And @SoulZ_NFT
❤
#diversity 🏳️‍🌈🏳️‍⚧️

join now:
https://t.co/xpR1wCzBsK",837050762710642692,409.NFT Lover,134,511,6,1468,nftlover69,False,
2,837050762710642692,author_id: 837050762710642692,coversation_id: 897787960325795841,897787960325795841,2017-08-20T22:23:09.000Z,"[{'start': 0, 'end': 12, 'username': 'Der_Dutschi', 'id': '172884537'}, {'start': 13, 'end': 24, 'username': 'FrankyB122', 'id': '224292305'}, {'start': 25, 'end': 38, 'username': 'MartinSchulz', 'id': '17675072'}]",899396413179781120,id: 899396413179781120,172884537,en,0,0,0,0,"[{'type': 'replied_to', 'id': '897905075573731328'}]",everyone,Twitter for Android,@Der_Dutschi @FrankyB122 @MartinSchulz Oh doch,2017-03-01T21:23:48.000Z,"Loves Nft. And @SoulZ_NFT
❤
#diversity 🏳️‍🌈🏳️‍⚧️

join now:
https://t.co/xpR1wCzBsK",837050762710642692,409.NFT Lover,134,511,6,1468,nftlover69,False,
3,837050762710642692,author_id: 837050762710642692,coversation_id: 897787960325795841,897787960325795841,2017-08-20T22:19:57.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}, {'start': 14, 'end': 23, 'username': 'EvaHoegl', 'id': '35846585'}]",899395609135919104,id: 899395609135919104,17675072,de,0,0,0,0,"[{'type': 'replied_to', 'id': '897787960325795841'}]",everyone,Twitter for Android,"@MartinSchulz @EvaHoegl Und wie sieht das mit Linksextremisten aus Herr Schulz
 Streichen Sie Nazis und ersetzen Sie es mit Extremisten...",2017-03-01T21:23:48.000Z,"Loves Nft. And @SoulZ_NFT
❤
#diversity 🏳️‍🌈🏳️‍⚧️

join now:
https://t.co/xpR1wCzBsK",837050762710642692,409.NFT Lover,134,511,6,1468,nftlover69,False,
4,882899764827836417,author_id: 882899764827836417,coversation_id: 897787960325795841,897787960325795841,2017-08-20T16:51:37.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",899312981602955264,id: 899312981602955264,17675072,de,1,0,0,0,"[{'type': 'replied_to', 'id': '897787960325795841'}]",everyone,Twitter Web Client,"@MartinSchulz Als Alkoholiker und Schulversager braucht Herr Trump von Ihnen sicherlich keinen Ratschlag, Deppen wie Sie haben nur ein großes Maul!",2017-07-06T09:51:22.000Z,,882899764827836417,Franz E.,19,23,0,3103,Znarf_Gnilhe,False,
5,183136622,author_id: 183136622,coversation_id: 897787960325795841,897787960325795841,2017-08-20T10:25:18.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}, {'start': 52, 'end': 65, 'username': 'MartinSchulz', 'id': '17675072'}]",899215759490134016,id: 899215759490134016,17675072,de,0,0,0,0,"[{'type': 'replied_to', 'id': '897787960325795841'}]",everyone,Twitter Web Client,@MartinSchulz Drücke auf den Knopf und höre was dir @MartinSchulz zu sagen hat! https://t.co/aBUDYN9PjU,2010-08-26T06:47:28.000Z,"Geboren in Stuttgart, aufgewachsen im Schlossgarten, aufgewacht durch Stuttgart 21",183136622,Real Fantomas,792,904,27,65875,RealFantomas,False,
6,183136622,author_id: 183136622,coversation_id: 897787960325795841,897787960325795841,2017-08-18T19:18:43.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}, {'start': 52, 'end': 65, 'username': 'MartinSchulz', 'id': '17675072'}]",898625224601739264,id: 898625224601739264,17675072,de,0,0,0,0,"[{'type': 'replied_to', 'id': '897787960325795841'}]",everyone,Twitter Web Client,@MartinSchulz Drücke auf den Knopf und höre was dir @MartinSchulz zu sagen hat! https://t.co/rBNBF3HIPR,2010-08-26T06:47:28.000Z,"Geboren in Stuttgart, aufgewachsen im Schlossgarten, aufgewacht durch Stuttgart 21",183136622,Real Fantomas,792,904,27,65875,RealFantomas,False,
7,1079436439,author_id: 1079436439,coversation_id: 897787960325795841,897787960325795841,2017-08-20T09:25:30.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",899200712013467648,id: 899200712013467648,17675072,de,0,0,0,0,"[{'type': 'replied_to', 'id': '897787960325795841'}]",everyone,Twitter Web Client,"@MartinSchulz Dies sind Werte, Christian Werte! https://t.co/JG7wgXsdzr",2013-01-11T11:56:44.000Z,"„Dostrzegać swoje błędy – to inteligencja. Przyznawać się do nich – to pokora. Więcej ich nie popełniać – to mądrość”. Katolik, filozofia, #piłsudczycy",1079436439,Dariusz Łaszyca - Szczęść Boże na motorze 🇵🇱,4439,4929,18,86514,DariuszHarley,False,
8,1357817834,author_id: 1357817834,coversation_id: 897787960325795841,897787960325795841,2017-08-19T13:34:02.000Z,"[{'start': 26, 'end': 36, 'username': 'piratefx1', 'id': '730647135155290112'}, {'start': 37, 'end': 50, 'username': 'MartinSchulz', 'id': '17675072'}]",898900869453717505,id: 898900869453717505,4755564075,de,0,0,0,0,"[{'type': 'replied_to', 'id': '898867359661801473'}]",everyone,TweetDeck,@KiergaardThomas @flumjab @piratefx1 @MartinSchulz Gleichfalls. Lernen ist immer gut. Im Gegensatz zur AfD.,2013-04-16T20:28:21.000Z,"Kinesis, Schreiben, Schule & das wirklich schöne Leben in Berlin",1357817834,Tre Bond,1310,1268,33,73496,Trebond09,False,
9,1357817834,author_id: 1357817834,coversation_id: 897787960325795841,897787960325795841,2017-08-19T09:16:03.000Z,"[{'start': 26, 'end': 36, 'username': 'piratefx1', 'id': '730647135155290112'}, {'start': 37, 'end': 50, 'username': 'MartinSchulz', 'id': '17675072'}]",898835944161325056,id: 898835944161325056,4755564075,de,0,0,0,0,"[{'type': 'replied_to', 'id': '898835603621429248'}]",everyone,TweetDeck,"@KiergaardThomas @flumjab @piratefx1 @MartinSchulz Wer hat denn behauptet, dass das ein Argument ist? Ich nicht.",2013-04-16T20:28:21.000Z,"Kinesis, Schreiben, Schule & das wirklich schöne Leben in Berlin",1357817834,Tre Bond,1310,1268,33,73496,Trebond09,False,
10,1357817834,author_id: 1357817834,coversation_id: 897787960325795841,897787960325795841,2017-08-18T17:57:56.000Z,"[{'start': 0, 'end': 13, 'username': 'DateanInmate', 'id': '803805952868839424'}, {'start': 14, 'end': 29, 'username': 'MartinaHuber15', 'id': '4507100297'}, {'start': 45, 'end': 55, 'username': 'piratefx1', 'id': '730647135155290112'}, {'start': 56, 'end': 69, 'username': 'MartinSchulz', 'id': '17675072'}]",898604895401652224,id: 898604895401652224,803805952868839424,de,0,0,1,0,"[{'type': 'replied_to', 'id': '898604420459618304'}]",everyone,TweetDeck,@DateanInmate @MartinaHuber15 @EuropeanSlave @piratefx1 @MartinSchulz Und damit ist unser hübsches Gespräch am Freitagabend auch schon wieder vorbei. Schönes Wochenende.,2013-04-16T20:28:21.000Z,"Kinesis, Schreiben, Schule & das wirklich schöne Leben in Berlin",1357817834,Tre Bond,1310,1268,33,73496,Trebond09,False,
11,1357817834,author_id: 1357817834,coversation_id: 897787960325795841,897787960325795841,2017-08-18T17:57:21.000Z,"[{'start': 0, 'end': 13, 'username': 'DateanInmate', 'id': '803805952868839424'}, {'start': 14, 'end': 29, 'username': 'MartinaHuber15', 'id': '4507100297'}, {'start': 45, 'end': 55, 'username': 'piratefx1', 'id': '730647135155290112'}, {'start': 56, 'end': 69, 'username': 'MartinSchulz', 'id': '17675072'}]",898604746394804224,id: 898604746394804224,803805952868839424,de,0,0,0,0,"[{'type': 'replied_to', 'id': '898604420459618304'}]",everyone,TweetDeck,"@DateanInmate @MartinaHuber15 @EuropeanSlave @piratefx1 @MartinSchulz Du bist eine winzig kleine Minderheit in diesem Land. Und das wirst du noch sehr häufig spüren, wenn du aus deinem Loch kriechst.",2013-04-16T20:28:21.000Z,"Kinesis, Schreiben, Schule & das wirklich schöne Leben in Berlin",1357817834,Tre Bond,1310,1268,33,73496,Trebond09,False,
12,1357817834,author_id: 1357817834,coversation_id: 897787960325795841,897787960325795841,2017-08-18T17:56:47.000Z,"[{'start': 0, 'end': 13, 'username': 'DateanInmate', 'id': '803805952868839424'}, {'start': 14, 'end': 24, 'username': 'piratefx1', 'id': '730647135155290112'}, {'start': 25, 'end': 38, 'username': 'MartinSchulz', 'id': '17675072'}]",898604603586953216,id: 898604603586953216,803805952868839424,de,0,0,1,0,"[{'type': 'replied_to', 'id': '898603272176640000'}]",everyone,TweetDeck,"@DateanInmate @piratefx1 @MartinSchulz Du bist nicht so recht klug oder? Läuft nicht. Geh in dich und arbeite an dir. Einzige Möglichkeit, damit sich was bessert.",2013-04-16T20:28:21.000Z,"Kinesis, Schreiben, Schule & das wirklich schöne Leben in Berlin",1357817834,Tre Bond,1310,1268,33,73496,Trebond09,False,
13,1357817834,author_id: 1357817834,coversation_id: 897787960325795841,897787960325795841,2017-08-18T07:04:32.000Z,"[{'start': 0, 'end': 15, 'username': 'MartinaHuber15', 'id': '4507100297'}, {'start': 16, 'end': 29, 'username': 'whatchudoin_', 'id': '833367244780474368'}, {'start': 30, 'end': 40, 'username': 'piratefx1', 'id': '730647135155290112'}, {'start': 41, 'end': 54, 'username': 'MartinSchulz', 'id': '17675072'}]",898440461286653952,id: 898440461286653952,4507100297,de,0,0,1,0,"[{'type': 'replied_to', 'id': '898326679180894208'}]",everyone,TweetDeck,"@MartinaHuber15 @whatchudoin_ @piratefx1 @MartinSchulz Da fehlt ein Komma, Bürger.",2013-04-16T20:28:21.000Z,"Kinesis, Schreiben, Schule & das wirklich schöne Leben in Berlin",1357817834,Tre Bond,1310,1268,33,73496,Trebond09,False,
14,1357817834,author_id: 1357817834,coversation_id: 897787960325795841,897787960325795841,2017-08-18T07:04:08.000Z,"[{'start': 0, 'end': 16, 'username': 'SvonOstpreussen', 'id': '888848592156471296'}, {'start': 32, 'end': 42, 'username': 'piratefx1', 'id': '730647135155290112'}, {'start': 43, 'end': 56, 'username': 'MartinSchulz', 'id': '17675072'}]",898440359486799873,id: 898440359486799873,888848592156471296,de,0,0,1,0,"[{'type': 'replied_to', 'id': '898337758862651392'}]",everyone,TweetDeck,@SvonOstpreussen @EuropeanSlave @piratefx1 @MartinSchulz Viel Spass in Ostpreußen. Mindestanforderung an Gespräch nicht erfüllt.,2013-04-16T20:28:21.000Z,"Kinesis, Schreiben, Schule & das wirklich schöne Leben in Berlin",1357817834,Tre Bond,1310,1268,33,73496,Trebond09,False,
