,author_id,author_id_new,conv_id_new,conversation_id,created_at,entities.mentions,id,id_new,in_reply_to_user_id,lang,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,referenced_tweets,reply_settings,source,text,users.created_at,users.description,users.id,users.name,users.public_metrics.followers_count,users.public_metrics.following_count,users.public_metrics.listed_count,users.public_metrics.tweet_count,users.username,users.verified,users.withheld.country_codes
0,99516752,author_id: 99516752,coversation_id: 864880283648184320,864880283648184320,2017-06-24T02:33:42.000Z,"[{'start': 0, 'end': 11, 'username': 'EulenTweet', 'id': '2938017665'}, {'start': 26, 'end': 39, 'username': 'MartinSchulz', 'id': '17675072'}]",878440970953654272,id: 878440970953654272,2938017665,de,0,0,0,0,"[{'type': 'replied_to', 'id': '864906111748583426'}]",everyone,Twitter Web Client,@EulenTweet @weidenkatzl1 @MartinSchulz Wer soll hier wen wegtreten?,2009-12-26T14:51:11.000Z,"Journalist, Agenturen und Magazine. Nachrichten und Reportagen, Besinnliches und Aufreger. Für eine bessere, gerechtere Welt",99516752,Banneke_Wilking,585,0,22,10602,Banneke_Wilking,False,
1,15263007,author_id: 15263007,coversation_id: 864880283648184320,864880283648184320,2017-05-24T21:21:36.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",867490790624198658,id: 867490790624198658,17675072,ht,0,0,0,0,"[{'type': 'replied_to', 'id': '864880283648184320'}]",everyone,Twitter Web Client,@MartinSchulz bla bla bla,2008-06-28T13:37:31.000Z,wir hausfrauen müssen zusammenhalten,15263007,Magic Horst,441,830,2,36731,magic_horst,False,
2,784818025551765504,author_id: 784818025551765504,coversation_id: 864880283648184320,864880283648184320,2017-05-21T06:29:38.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",866179158417833984,id: 866179158417833984,17675072,de,0,0,0,0,"[{'type': 'replied_to', 'id': '864880283648184320'}]",everyone,Twitter for Android,@MartinSchulz Aber sie hatte doch recht ....,2016-10-08T18:09:33.000Z,,784818025551765504,AnKe,0,43,0,264,AnKe0808,False,
3,112216284,author_id: 112216284,coversation_id: 864880283648184320,864880283648184320,2017-05-20T14:03:25.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",865930968489766913,id: 865930968489766913,17675072,de,0,0,0,0,"[{'type': 'replied_to', 'id': '864880283648184320'}]",everyone,Twitter for iPhone,"@MartinSchulz ?? Kreisliga, wenn überhaupt!",2010-02-07T17:23:25.000Z,,112216284,Norb,2,45,0,876,nopese,False,
4,826815158966218757,author_id: 826815158966218757,coversation_id: 864880283648184320,864880283648184320,2017-05-19T10:21:15.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",865512670799183873,id: 865512670799183873,826815158966218757,de,0,0,0,0,"[{'type': 'replied_to', 'id': '865155874918158336'}]",everyone,Twitter for Android,@MartinSchulz wie sieht es denn überhaupt mit einer Abkehr von der neoliberalen Ausrichtung und zu den traditionellen Werten der spd aus.,2017-02-01T15:31:10.000Z,,826815158966218757,Hbfranky,3,3,0,153,Hbfranky1,False,
5,826815158966218757,author_id: 826815158966218757,coversation_id: 864880283648184320,864880283648184320,2017-05-18T10:43:29.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",865155874918158336,id: 865155874918158336,17675072,de,1,0,1,0,"[{'type': 'replied_to', 'id': '864880283648184320'}]",everyone,Twitter for Android,@MartinSchulz Hallo Herr Schulz.  Wie steht die spd zur Beseitigung der Alters - und Kinderarmut?,2017-02-01T15:31:10.000Z,,826815158966218757,Hbfranky,3,3,0,153,Hbfranky1,False,
6,2664392621,author_id: 2664392621,coversation_id: 864880283648184320,864880283648184320,2017-05-19T00:00:12.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",865356378877173761,id: 865356378877173761,17675072,de,0,0,0,0,"[{'type': 'replied_to', 'id': '864880283648184320'}]",everyone,Twitter for Android,@MartinSchulz nicht draufhauen Martin Schulz bessere Vorschläge machen! Nazis - Rechte in der BW wen wundert's! Auch bei Gen.Leber gab es das schon!,2014-07-02T16:03:03.000Z,,2664392621,Luthers Nachfolger,23,878,0,5980,luthernachfolge,False,
7,2622462004,author_id: 2622462004,coversation_id: 864880283648184320,864880283648184320,2017-05-18T19:07:22.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",865282682892292097,id: 865282682892292097,17675072,de,1,0,0,0,"[{'type': 'replied_to', 'id': '864880283648184320'}]",everyone,Twitter Web Client,"@MartinSchulz Lieber #martinschulz, wann haben Sie mal Verantwortung übernommen außer bei den Regierungschefs nur auf dem Bild zu erscheinen? #spd",2014-06-19T08:35:20.000Z,,2622462004,Michael Horn,7,29,0,1852,hornmic2,False,
8,305689066,author_id: 305689066,coversation_id: 864880283648184320,864880283648184320,2017-05-18T18:59:30.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",865280702245482496,id: 865280702245482496,17675072,de,0,0,0,0,"[{'type': 'replied_to', 'id': '864880283648184320'}]",everyone,Twitter Web Client,@MartinSchulz hast doch gar nicht gedient oder Zivi gemacht.....dann schweig besser!,2011-05-26T16:50:17.000Z,Immer Appetit.,305689066,Reinhard Ranzenkofer,65,32,3,11033,kurvenfreund75,False,
9,23181876,author_id: 23181876,coversation_id: 864880283648184320,864880283648184320,2017-05-18T18:12:18.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",865268824064618496,id: 865268824064618496,17675072,de,0,0,0,0,"[{'type': 'replied_to', 'id': '864880283648184320'}]",everyone,Twitter for Android,@MartinSchulz Sprechblasenmartin - verkauf Bücher falls Du es kannst.,2009-03-07T10:03:12.000Z,Grenzgänger,23181876,thephotograph 🇩🇪 🇱🇻,449,844,5,20809,fraschubert,False,
10,191419228,author_id: 191419228,coversation_id: 864880283648184320,864880283648184320,2017-05-18T17:29:04.000Z,"[{'start': 0, 'end': 14, 'username': 'g_reichenbach', 'id': '277587918'}, {'start': 15, 'end': 28, 'username': 'MartinSchulz', 'id': '17675072'}]",865257947131244544,id: 865257947131244544,277587918,de,0,0,0,0,"[{'type': 'replied_to', 'id': '865255422122446849'}]",everyone,Twitter for Android,@g_reichenbach @MartinSchulz Okay. Uwe Mundlos war 94 beim Bund. Da war Volker Rühe dran.,2010-09-16T12:13:59.000Z,"Faszination für Brandschutz und Co.
Zivi-Veteran
Telefon-Supporter
Manchmal Satire...",191419228,⚒️Pottmensch⚒️,236,317,16,34206,Sueder80,False,
11,191419228,author_id: 191419228,coversation_id: 864880283648184320,864880283648184320,2017-05-17T17:19:34.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",864893165630889992,id: 864893165630889992,17675072,de,7,0,1,0,"[{'type': 'replied_to', 'id': '864880283648184320'}]",everyone,Twitter for Android,@MartinSchulz Rechtsradikale in der BW gab es auch unter SPD Ministern. Jetzt wird endlich was gemacht!,2010-09-16T12:13:59.000Z,"Faszination für Brandschutz und Co.
Zivi-Veteran
Telefon-Supporter
Manchmal Satire...",191419228,⚒️Pottmensch⚒️,236,317,16,34206,Sueder80,False,
12,780051839093989378,author_id: 780051839093989378,coversation_id: 864880283648184320,864880283648184320,2017-05-18T17:27:16.000Z,"[{'start': 0, 'end': 14, 'username': 'g_reichenbach', 'id': '277587918'}, {'start': 15, 'end': 24, 'username': 'Sueder80', 'id': '191419228'}, {'start': 25, 'end': 38, 'username': 'MartinSchulz', 'id': '17675072'}]",865257490786787328,id: 865257490786787328,277587918,de,0,0,0,0,"[{'type': 'replied_to', 'id': '865255422122446849'}]",everyone,Mobile Web (M2),"@g_reichenbach @Sueder80 @MartinSchulz Ihr jammernden Schwachköpfe seid seit dem Dezember 2013 in der Regierung. Ja, ich hätts auch beinahe vergessen und hab extra nachgeguckt.",2016-09-25T14:30:25.000Z,"Aus laut wurd' leise. 
Das Schimpfen blieb.",780051839093989378,Arnold Sommerfeld,397,627,14,75287,poilkjh3,False,
13,277587918,author_id: 277587918,coversation_id: 864880283648184320,864880283648184320,2017-05-18T17:21:31.000Z,"[{'start': 0, 'end': 13, 'username': 'lautlaechler', 'id': '211574194'}, {'start': 14, 'end': 27, 'username': 'MartinSchulz', 'id': '17675072'}]",865256046209769472,id: 865256046209769472,211574194,de,0,0,0,0,"[{'type': 'replied_to', 'id': '864946026796470273'}]",everyone,Twitter for Android,"@lautlaechler @MartinSchulz Hatte mehr Inhalt, als die Verantwortungsabschiebung durch die #Selbstverteidigungsministerin",2011-04-05T17:36:03.000Z,🇪🇺 🇩🇪 🇲🇨 #SPD; #THW; #Südhesse Dreifach #Geimpft,277587918,Gerold Reichenbach,2521,544,206,35487,g_reichenbach,True,
14,277587918,author_id: 277587918,coversation_id: 864880283648184320,864880283648184320,2017-05-18T17:19:02.000Z,"[{'start': 0, 'end': 9, 'username': 'Sueder80', 'id': '191419228'}, {'start': 10, 'end': 23, 'username': 'MartinSchulz', 'id': '17675072'}]",865255422122446849,id: 865255422122446849,191419228,de,0,0,2,0,"[{'type': 'replied_to', 'id': '864893165630889992'}]",everyone,Twitter for Android,"@Sueder80 @MartinSchulz Aber keine rechten Terroristen und Vorgesetzte, die kaum noch Zeit haben sich um ihre  Soldaten zu kümmern",2011-04-05T17:36:03.000Z,🇪🇺 🇩🇪 🇲🇨 #SPD; #THW; #Südhesse Dreifach #Geimpft,277587918,Gerold Reichenbach,2521,544,206,35487,g_reichenbach,True,
15,83417853,author_id: 83417853,coversation_id: 864880283648184320,864880283648184320,2017-05-18T16:02:15.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}]",865236099043651584,id: 865236099043651584,17675072,de,0,0,0,0,"[{'type': 'replied_to', 'id': '864880283648184320'}]",everyone,Twitter Web Client,@MartinSchulz Wo? Hoffentlich nicht zwischen den Augen.😀,2009-10-18T18:44:59.000Z,,83417853,Bananenrepublik Deutschland,3,70,0,1553,dudebay,False,
16,779332698347364353,author_id: 779332698347364353,coversation_id: 864880283648184320,864880283648184320,2017-05-18T15:00:50.000Z,"[{'start': 0, 'end': 10, 'username': 'ixibigaka', 'id': '828659224662175746'}, {'start': 11, 'end': 24, 'username': 'MartinSchulz', 'id': '17675072'}]",865220642362322945,id: 865220642362322945,828659224662175746,de,0,0,0,0,"[{'type': 'replied_to', 'id': '864893114493923328'}]",everyone,Twitter for Android,@ixibigaka @MartinSchulz Ah ja sagt herr oberschlau hört hört !,2016-09-23T14:52:49.000Z,"Groß, gebräunt und gutaussehend",779332698347364353,Powerliqueur🇩🇪🇪🇺,16,186,0,571,WilligerWilli,False,
17,3500445736,author_id: 3500445736,coversation_id: 864880283648184320,864880283648184320,2017-05-18T12:25:31.000Z,"[{'start': 0, 'end': 13, 'username': 'MartinSchulz', 'id': '17675072'}, {'start': 14, 'end': 20, 'username': 'spdde', 'id': '26458162'}]",865181554837999616,id: 865181554837999616,17675072,de,0,0,0,0,"[{'type': 'replied_to', 'id': '864880283648184320'}]",everyone,Twitter for Android,@MartinSchulz @spdde Das Thema hat sie gut im Griff.,2015-08-31T09:30:59.000Z,Wirtschaftsberatung,3500445736,Horst Irrgang,17,60,0,217,irrgangh,False,
